player_id,First Pitch Total,First Pitch In-Play #,First Pitch Ball #,First Pitch Called Strike #,First Pitch Swinging Strike #,First Pitch Foul #,First Pitch Hit #,First Pitch xBA,First Pitch In-Play %,First Pitch Ball %,First Pitch Strike %,key_mlbam,player_name,Team
681517,182,22,52,59,14,29,6,0.315,0.121,0.286,0.56,681517.0,kyle leahy,STL
681676,44,6,17,12,0,5,2,0.283,0.136,0.386,0.386,681676.0,ryan fernandez,ATL
681799,35,4,13,13,1,2,1,0.286,0.114,0.371,0.457,681799.0,ethan roberts,CHC
681810,12,0,6,3,0,3,0,,0.0,0.5,0.5,681810.0,austin warren,NYM
681857,202,23,68,61,24,20,8,0.32,0.114,0.337,0.52,681857.0,reese olson,TOR
681867,46,7,19,15,2,3,2,0.282,0.152,0.413,0.435,681867.0,cooper criswell,NYY
681869,81,11,29,28,4,8,3,0.326,0.136,0.358,0.494,681869.0,shawn dubin,LAA
681870,3,0,0,3,0,0,0,,0.0,0.0,1.0,681870.0,erik sabrowski,CLE
681882,23,2,10,4,4,2,1,0.364,0.087,0.435,0.435,681882.0,colin selby,TB
681892,58,8,20,18,2,9,4,0.401,0.138,0.345,0.5,681892.0,kody funderburk,ATH
681895,26,1,17,5,1,2,0,0.063,0.038,0.654,0.308,681895.0,evan sisk,KC
681911,130,10,52,38,11,13,5,0.337,0.077,0.4,0.477,681911.0,alex vesia,KC
681916,34,3,12,11,2,5,0,0.036,0.088,0.353,0.529,681916.0,dylan smith,DET
681962,15,7,4,3,0,1,2,0.344,0.467,0.267,0.267,681962.0,vinny capra,CWS
681982,173,13,65,54,21,20,2,0.373,0.075,0.376,0.549,681982.0,grant anderson,MIL
681987,4,0,1,2,0,0,0,,0.0,0.25,0.5,681987.0,nate eaton,BOS
682052,206,17,62,75,17,30,7,0.328,0.083,0.301,0.592,682052.0,jacob lopez,TB
682120,121,13,49,36,6,12,5,0.364,0.107,0.405,0.446,682120.0,tim herrin,CLE
682171,63,8,23,17,5,6,3,0.342,0.127,0.365,0.444,682171.0,penn murfee,CWS
682243,216,22,87,49,15,37,8,0.403,0.102,0.403,0.468,682243.0,bryce miller,LAA
682254,132,13,36,30,28,20,5,0.339,0.098,0.273,0.591,682254.0,mason montgomery,TB
682274,4,0,0,1,0,2,0,,0.0,0.0,0.75,682274.0,yaramil hiraldo,BAL
682515,5,0,2,2,1,0,0,,0.0,0.4,0.6,682515.0,logan porter,LAD
682610,30,4,11,6,2,7,1,0.316,0.133,0.367,0.5,682610.0,roddery muñoz,STL
682790,19,0,9,5,3,0,0,,0.0,0.474,0.421,682790.0,wikelman gonzález,CWS
682825,62,4,29,16,8,4,0,0.257,0.065,0.468,0.452,682825.0,luis mey,CIN
682842,163,11,62,59,14,11,6,0.394,0.067,0.38,0.515,682842.0,abner uribe,MIL
682847,381,33,137,115,41,49,15,0.349,0.087,0.36,0.538,682847.0,luis ortiz,CLE
682989,13,1,8,0,2,1,0,0.157,0.077,0.615,0.231,682989.0,victor mederos,MIN
682990,325,40,112,103,24,40,6,0.297,0.123,0.345,0.514,682990.0,quinn priester,MIL
683004,304,38,112,83,27,37,11,0.363,0.125,0.368,0.484,683004.0,jack leiter,TEX
683021,3,0,2,1,0,0,0,,0.0,0.667,0.333,683021.0,michael stefanic,TB
683155,42,8,20,6,1,6,3,0.216,0.19,0.476,0.31,683155.0,joey estes,COL
683175,23,4,8,5,2,3,3,0.427,0.174,0.348,0.435,683175.0,connor phillips,BOS
683232,126,17,38,38,10,18,0,0.206,0.135,0.302,0.524,683232.0,nick mears,MIL
683409,149,17,70,27,20,11,4,0.37,0.114,0.47,0.389,683409.0,angel chivilli,MIL
683627,37,3,11,11,7,4,0,0.253,0.081,0.297,0.595,683627.0,anthony molina,COL
683766,4,2,0,1,0,1,1,0.294,0.5,0.0,0.5,683766.0,christian koss,SF
683769,139,14,47,39,18,18,6,0.393,0.101,0.338,0.54,683769.0,hunter gaddis,CLE
684007,181,22,63,47,11,34,9,0.446,0.122,0.348,0.508,684007.0,shota imanaga,STL
684320,150,13,65,30,12,25,4,0.232,0.087,0.433,0.447,684320.0,yariel rodríguez,BOS
684974,28,2,16,6,3,0,1,0.41,0.071,0.571,0.321,684974.0,craig yoho,CWS
685107,100,13,34,26,11,14,6,0.4,0.13,0.34,0.51,685107.0,anthony veneziano,WSH
685126,154,15,58,48,12,14,6,0.233,0.097,0.377,0.481,685126.0,brandon eisert,CWS
685299,71,13,24,13,6,13,4,0.327,0.183,0.338,0.451,685299.0,tanner gordon,CHC
685801,60,6,27,13,4,9,1,0.298,0.1,0.45,0.433,685801.0,hunter bigge,TB
686218,15,1,7,4,0,3,0,0.109,0.067,0.467,0.467,686218.0,emmet sheehan,LAD
686249,7,2,3,2,0,0,1,0.292,0.286,0.429,0.286,686249.0,nathan wiles,ATL
686563,294,38,113,84,22,27,17,0.382,0.129,0.384,0.452,686563.0,jonathan cannon,CWS
686580,89,13,39,21,6,8,3,0.259,0.146,0.438,0.393,686580.0,justin slaten,MIL
686613,370,30,159,108,22,46,9,0.321,0.081,0.43,0.476,686613.0,hunter brown,HOU
686642,26,3,12,7,1,1,0,0.305,0.115,0.462,0.346,686642.0,fraser ellard,CWS
686654,14,0,5,5,0,4,0,,0.0,0.357,0.643,686654.0,ty adcock,ATL
686701,111,11,43,33,7,15,3,0.321,0.099,0.387,0.495,686701.0,ryan bergert,SD
686730,60,6,23,16,4,10,1,0.174,0.1,0.383,0.5,686730.0,carson spiers,BAL
686747,24,5,7,11,0,0,2,0.306,0.208,0.292,0.458,686747.0,joe la sorsa,BOS
686751,8,3,2,2,0,1,0,0.207,0.375,0.25,0.375,686751.0,seth johnson,TOR
686752,389,51,147,94,32,60,16,0.309,0.131,0.378,0.478,686752.0,ryan pepiot,BAL
686753,13,2,5,3,2,1,2,0.483,0.154,0.385,0.462,686753.0,drey jameson,AZ
686799,377,62,144,107,21,35,26,0.398,0.164,0.382,0.432,686799.0,jack kochanowicz,LAA
686826,46,3,19,15,2,6,2,0.428,0.065,0.413,0.5,686826.0,bryce jarvis,AZ
686973,146,17,47,39,12,27,4,0.29,0.116,0.322,0.534,686973.0,louis varland,DET
686993,124,11,48,35,15,13,5,0.388,0.089,0.387,0.508,686993.0,justin sterner,ATH
687064,60,6,24,16,5,7,1,0.313,0.1,0.4,0.467,687064.0,brandon young,BAL
687074,7,0,3,4,0,0,0,,0.0,0.429,0.571,687074.0,tyler owens,LAA
687134,78,8,37,17,2,8,3,0.291,0.103,0.474,0.346,687134.0,bradley blalock,COL
687223,147,14,66,37,8,19,5,0.356,0.095,0.449,0.435,687223.0,carson palmquist,COL
687287,20,3,9,3,0,5,1,0.259,0.15,0.45,0.4,687287.0,patrick monteverde,PHI
687330,68,9,26,24,3,6,4,0.366,0.132,0.382,0.485,687330.0,kevin kelly,BAL
687362,123,14,53,33,6,14,5,0.339,0.114,0.431,0.431,687362.0,connor gillispie,SEA
687377,33,4,12,10,1,6,1,0.242,0.121,0.364,0.515,687377.0,orlando ribalta,WSH
687396,54,4,16,15,6,13,1,0.43,0.074,0.296,0.63,687396.0,brent headrick,KC
687424,32,3,14,10,5,0,2,0.378,0.094,0.438,0.469,687424.0,anthony maldonado,TOR
687473,289,42,99,89,16,37,13,0.338,0.145,0.343,0.491,687473.0,ryan gusto,HOU
687606,107,11,37,40,6,11,1,0.24,0.103,0.346,0.533,687606.0,paxton schultz,BOS
687765,273,36,94,69,33,29,14,0.392,0.132,0.344,0.48,687765.0,mitch spence,NYY
687830,94,15,28,30,8,12,3,0.218,0.16,0.298,0.532,687830.0,sawyer gipson-long,DET
687847,23,2,11,7,0,2,1,0.594,0.087,0.478,0.391,687847.0,marc church,SEA
687849,32,2,16,9,2,3,1,0.478,0.062,0.5,0.438,687849.0,zak kent,CLE
687863,88,8,35,23,8,12,3,0.352,0.091,0.398,0.489,687863.0,porter hodge,HOU
687888,122,13,38,42,10,17,3,0.288,0.107,0.311,0.566,687888.0,brandon walter,HOU
687911,142,12,47,42,13,25,2,0.234,0.085,0.331,0.563,687911.0,bryan king,HOU
687922,93,14,25,25,8,17,8,0.416,0.151,0.269,0.538,687922.0,easton lucas,TOR
688138,168,21,67,53,5,21,8,0.312,0.125,0.399,0.47,688138.0,logan evans,AZ
688158,68,11,23,15,4,14,3,0.398,0.162,0.338,0.485,688158.0,david morgan,PHI
688297,62,7,29,21,1,4,2,0.304,0.113,0.468,0.419,688297.0,chris roycroft,STL
688642,90,15,38,15,9,9,4,0.422,0.167,0.422,0.367,688642.0,zach agnos,COL
689017,165,18,56,49,16,22,7,0.398,0.109,0.339,0.527,689017.0,landon knack,LAD
689147,143,14,52,51,12,11,1,0.333,0.098,0.364,0.517,689147.0,orion kerkering,ATL
689225,102,7,44,17,8,21,1,0.148,0.069,0.431,0.451,689225.0,beau brieske,BAL
689254,143,11,59,47,10,12,3,0.248,0.077,0.413,0.483,689254.0,mason fluharty,TOR
689266,32,4,9,13,4,2,1,0.351,0.125,0.281,0.594,689266.0,dylan dodd,NYM
689690,114,9,43,39,10,11,5,0.591,0.079,0.377,0.526,689690.0,alek jacob,ATL
689958,7,0,4,2,0,1,0,,0.0,0.571,0.429,689958.0,andrew walters,CLE
690382,43,7,19,11,3,3,4,0.514,0.163,0.442,0.395,690382.0,michael darrell-hicks,MIL
690544,5,0,2,3,0,0,0,,0.0,0.4,0.6,690544.0,bailey horn,DET
690829,19,2,11,2,2,2,1,0.2,0.105,0.579,0.316,690829.0,ben joyce,TB
690916,110,14,30,23,11,30,6,0.46,0.127,0.273,0.582,690916.0,richard fitts,LAA
690928,246,31,87,81,15,23,16,0.373,0.126,0.354,0.484,690928.0,hunter dobbins,SF
690953,96,8,30,33,11,11,2,0.293,0.083,0.312,0.573,690953.0,mick abel,PHI
690986,99,14,39,27,9,8,5,0.246,0.141,0.394,0.444,690986.0,kyle harrison,COL
690990,201,26,59,59,16,30,9,0.361,0.129,0.294,0.522,690990.0,cade horton,HOU
691094,13,5,2,3,1,2,1,0.29,0.385,0.154,0.462,691094.0,randy wynne,BAL
691172,8,0,4,0,1,1,0,,0.0,0.5,0.25,691172.0,yosver zulueta,CIN
691441,25,3,9,7,1,5,1,0.482,0.12,0.36,0.52,691441.0,cristian mena,CIN
691587,72,4,27,20,1,16,2,0.298,0.056,0.375,0.514,691587.0,eury pérez,AZ
691594,32,7,15,5,1,4,2,0.171,0.219,0.469,0.312,691594.0,javier sanoja,MIA
691799,36,2,15,8,5,6,0,0.724,0.056,0.417,0.528,691799.0,grant taylor,CWS
691951,10,0,5,3,0,1,0,,0.0,0.5,0.4,691951.0,sam aldegheri,BOS
692230,18,2,6,4,3,1,1,0.438,0.111,0.333,0.444,692230.0,carlos rodriguez,PIT
692285,72,9,32,12,9,8,1,0.193,0.125,0.444,0.403,692285.0,luis guerrero,BOS
693312,60,5,26,11,8,7,2,0.581,0.083,0.433,0.433,693312.0,kyle nicolas,PIT
693313,5,1,2,1,0,0,1,0.349,0.2,0.4,0.2,,,CWS
693433,400,66,133,121,25,51,19,0.327,0.165,0.332,0.492,693433.0,bryan woo,TEX
693821,300,41,118,91,14,30,13,0.313,0.137,0.393,0.45,693821.0,bryce elder,ATL
693855,9,1,5,2,1,0,0,0.723,0.111,0.556,0.333,693855.0,ian seymour,BOS
694037,114,9,43,32,10,20,5,0.374,0.079,0.377,0.544,694037.0,daniel palencia,STL
694297,377,48,130,100,29,61,18,0.397,0.127,0.345,0.504,694297.0,brandon pfaadt,AZ
694335,72,5,29,22,4,10,1,0.163,0.069,0.403,0.5,694335.0,matt svanson,PIT
694350,89,8,36,22,8,14,3,0.339,0.09,0.404,0.494,694350.0,zach brzykcy,LAA
694361,15,1,6,3,3,0,0,0.106,0.067,0.4,0.4,694361.0,will klein,COL
694363,80,14,25,21,6,11,5,0.412,0.175,0.312,0.475,694363.0,jared shuster,CWS
694477,381,53,126,108,35,55,14,0.312,0.139,0.331,0.52,694477.0,chad patrick,MIL
694646,39,4,19,12,1,2,1,0.371,0.103,0.487,0.385,694646.0,chayce mcdermott,MIL
694738,361,48,136,117,16,30,13,0.308,0.133,0.377,0.452,694738.0,landen roupp,CWS
694819,56,3,26,14,7,6,0,0.317,0.054,0.464,0.482,694819.0,jacob misiorowski,MIL
694851,10,1,2,3,2,0,0,0.001,0.1,0.2,0.5,694851.0,andrew hoffmann,KC
694918,58,5,20,20,7,5,2,0.272,0.086,0.345,0.552,694918.0,blade tidwell,PIT
694973,409,52,156,109,42,42,21,0.372,0.127,0.381,0.472,694973.0,paul skenes,MIL
695243,125,16,49,28,17,12,8,0.391,0.128,0.392,0.456,695243.0,mason miller,TB
695418,244,26,101,71,15,27,8,0.381,0.107,0.414,0.463,695418.0,brad lord,LAA
695445,102,7,37,44,6,8,2,0.331,0.069,0.363,0.569,695445.0,chase lee,DET
695505,30,6,13,6,2,3,5,0.579,0.2,0.433,0.367,695505.0,chase burns,BOS
695534,40,5,17,7,6,5,3,0.342,0.125,0.425,0.45,695534.0,chase petty,STL
695549,218,28,71,80,12,22,10,0.354,0.128,0.326,0.523,695549.0,jackson jobe,DET
696136,13,3,4,4,1,1,2,0.516,0.231,0.308,0.462,696136.0,jordan wicks,CHC
696147,29,7,5,9,4,4,2,0.367,0.241,0.172,0.586,696147.0,sam bachman,LAA
696270,70,4,32,20,5,7,3,0.216,0.057,0.457,0.457,696270.0,ryan johnson,LAA
697812,12,2,6,4,0,0,1,0.542,0.167,0.5,0.333,697812.0,joe rock,BAL
699134,6,0,5,0,0,0,0,,0.0,0.833,0.0,699134.0,bradgley rodriguez,SD
700187,37,3,12,11,6,3,3,0.889,0.081,0.324,0.541,700187.0,troy taylor,CWS
700241,86,10,30,31,4,9,3,0.228,0.116,0.349,0.512,700241.0,michael mcgreevy,STL
700249,287,25,110,98,19,26,8,0.369,0.087,0.383,0.498,700249.0,cade povich,BAL
700270,15,1,7,2,2,2,0,0.406,0.067,0.467,0.4,700270.0,yilber díaz,AZ
700363,192,26,75,58,15,12,6,0.434,0.135,0.391,0.443,700363.0,aj smith-shawver,PHI
700669,77,13,24,18,7,10,5,0.446,0.169,0.312,0.455,700669.0,gordon graceffo,STL
701121,43,4,18,14,3,4,1,0.239,0.093,0.419,0.488,701121.0,logan vanwey,HOU
701542,347,43,127,120,21,33,19,0.372,0.124,0.366,0.501,701542.0,will warren,NYY
701552,24,3,10,6,3,2,0,0.254,0.125,0.417,0.458,701552.0,andre granillo,STL
701581,164,18,54,38,21,25,6,0.325,0.11,0.329,0.512,701581.0,david festa,DET
701656,81,6,26,18,5,24,4,0.511,0.074,0.321,0.58,701656.0,logan henderson,PIT
702070,205,23,79,72,8,12,3,0.239,0.112,0.385,0.449,702070.0,noah cameron,KC
702352,169,19,58,58,8,20,5,0.231,0.112,0.343,0.509,702352.0,spencer bivens,SF
702674,29,3,13,9,1,3,1,0.391,0.103,0.448,0.448,702674.0,caden dana,LAA
702752,6,0,4,1,0,0,0,,0.0,0.667,0.167,702752.0,jonathan pintaro,NYM
702795,42,6,17,9,2,7,5,0.48,0.143,0.405,0.429,702795.0,ryan loutos,LAA
800049,27,6,11,5,3,2,2,0.472,0.222,0.407,0.37,800049.0,adam mazur,MIA
800311,41,4,25,8,4,0,3,0.553,0.098,0.61,0.293,800311.0,didier fuentes,NYM
801216,9,0,5,2,1,1,0,,0.0,0.556,0.444,801216.0,christian montes de oca,CIN
801403,276,31,126,63,22,27,6,0.372,0.112,0.457,0.406,801403.0,chase dollander,COL
801434,21,4,7,7,2,1,1,0.077,0.19,0.333,0.476,801434.0,paul gervase,TB
802419,39,7,13,10,7,2,2,0.178,0.179,0.333,0.487,802419.0,tom harrington,PIT
805123,19,0,7,1,4,4,0,,0.0,0.368,0.474,805123.0,aj blubaugh,HOU
805673,83,12,20,29,6,15,4,0.376,0.145,0.241,0.602,805673.0,zebby matthews,ATH
806185,251,27,103,60,21,26,4,0.238,0.108,0.41,0.426,806185.0,hayden birdsong,SF
806188,106,13,38,37,3,11,3,0.332,0.123,0.358,0.481,806188.0,cade gibson,AZ
808963,140,17,51,47,7,13,7,0.402,0.121,0.364,0.479,808963.0,roki sasaki,AZ
808967,338,34,135,105,20,36,8,0.383,0.101,0.399,0.476,808967.0,yoshinobu yamamoto,COL
820862,49,2,19,15,7,3,1,0.256,0.041,0.388,0.51,820862.0,josé fermin,LAA
